Gene	Chr	Start	End	SNP	Pvalue	FINEMAP	SMR	Network	Overlap
GCKR	2	27719709	27746554	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
C2orf16	2	27799389	27805588	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
ZNF512	2	27805897	27858041	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
CCDC121	2	27848506	27851879	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
GPN1	2	27851114	27874375	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
SUPT7L	2	27873679	27886676	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
SLC4A1AP	2	27886338	27917840	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
MRPL33	2	27994584	28210954	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
RBKS	2	28004231	28113965	rs34181670	1.22e-08	FALSE	FALSE	FALSE	FALSE
VIT	2	36923833	37041935	rs3770752	1.364e-12	FALSE	FALSE	FALSE	FALSE
STRN	2	37070783	37193615	rs3770752	1.364e-12	FALSE	FALSE	FALSE	FALSE
HEATR5B	2	37195526	37311485	rs3770752	1.364e-12	FALSE	FALSE	FALSE	FALSE
GPATCH11	2	37311594	37326387	rs3770752	1.364e-12	FALSE	FALSE	FALSE	FALSE
EIF2AK2	2	37326353	37384208	rs3770752	1.364e-12	FALSE	FALSE	FALSE	FALSE
SULT6B1	2	37394963	37423741	rs3770752	1.364e-12	FALSE	FALSE	FALSE	FALSE
CEBPZ	2	37428755	37458856	rs3770752	1.364e-12	FALSE	FALSE	FALSE	FALSE
NDUFAF7	2	37458774	37480546	rs3770752	1.364e-12	FALSE	FALSE	FALSE	FALSE
PRKD3	2	37477645	37551951	rs3770752	1.364e-12	FALSE	FALSE	FALSE	FALSE
QPCT	2	37571717	37600465	rs3770752	1.364e-12	FALSE	FALSE	FALSE	FALSE
VRK2	2	58134786	58387055	rs2139054	5.771e-21	FALSE	FALSE	FALSE	FALSE
FANCL	2	58386378	58468507	rs2139054	5.771e-21	FALSE	FALSE	FALSE	FALSE
BCL11A	2	60678302	60780702	rs7599488	1.101e-08	FALSE	FALSE	FALSE	FALSE
SPR	2	73114489	73119287	rs999494	4.373e-09	FALSE	FALSE	FALSE	FALSE
EMX1	2	73143389	73162020	rs999494	4.373e-09	TRUE	FALSE	FALSE	FALSE
SFXN5	2	73169165	73302747	rs999494	4.373e-09	FALSE	FALSE	FALSE	FALSE
EGR4	2	73518058	73520833	rs6546857	1.622e-08	FALSE	FALSE	FALSE	FALSE
ALMS1	2	73612886	73837920	rs6546857	1.622e-08	FALSE	FALSE	FALSE	FALSE
NAT8	2	73867959	73869520	rs6546857	1.622e-08	FALSE	FALSE	FALSE	FALSE
TPRKB	2	73956231	73964527	rs6546857	1.622e-08	FALSE	FALSE	FALSE	FALSE
CNNM4	2	97426639	97477628	rs7575796	1.049e-08	FALSE	FALSE	TRUE	FALSE
CNNM3	2	97481982	97499648	rs7575796	1.049e-08	FALSE	FALSE	FALSE	FALSE
ANKRD23	2	97490263	97523671	rs7575796	1.049e-08	FALSE	FALSE	FALSE	FALSE
ANKRD39	2	97502348	97523832	rs7575796	1.049e-08	FALSE	FALSE	FALSE	FALSE
SEMA4C	2	97525453	97536494	rs7575796	1.049e-08	FALSE	FALSE	TRUE	FALSE
FAM178B	2	97541620	97684175	rs7575796	1.049e-08	FALSE	FALSE	FALSE	FALSE
FAHD2B	2	97749320	97760619	rs7575796	1.049e-08	FALSE	FALSE	FALSE	FALSE
ANKRD36	2	97779233	97930258	rs7575796	1.049e-08	FALSE	FALSE	FALSE	FALSE
COX5B	2	98262503	98264846	rs7575796	1.049e-08	FALSE	FALSE	FALSE	FALSE
ACTR1B	2	98272431	98280570	rs7575796	1.049e-08	TRUE	FALSE	TRUE	TRUE
ZAP70	2	98330023	98356325	rs7575796	1.049e-08	FALSE	FALSE	FALSE	FALSE
TMEM131	2	98372799	98612388	rs7575796	1.049e-08	FALSE	FALSE	FALSE	FALSE
GTDC1	2	144695635	145090135	rs12991836	2.89e-14	FALSE	FALSE	FALSE	FALSE
ZEB2	2	145141648	145282147	rs12991836	2.89e-14	FALSE	FALSE	FALSE	FALSE
KCNJ3	2	155554811	155714863	rs35026989	4.125e-08	FALSE	FALSE	FALSE	FALSE
SLC4A10	2	162280843	162841792	rs7604885	8.924e-09	TRUE	FALSE	FALSE	FALSE
DPP4	2	162848751	162931052	rs7604885	8.924e-09	FALSE	FALSE	FALSE	FALSE
DYNC1I2	2	172543919	172604930	rs62183855	1.636e-09	FALSE	FALSE	FALSE	FALSE
SLC25A12	2	172640880	172864766	rs62183855	1.636e-09	FALSE	FALSE	FALSE	FALSE
HAT1	2	172778958	172848599	rs62183855	1.636e-09	FALSE	FALSE	FALSE	FALSE
METAP1D	2	172864490	172947158	rs62183855	1.636e-09	FALSE	FALSE	FALSE	FALSE
DLX1	2	172949468	172954405	rs62183855	1.636e-09	FALSE	FALSE	FALSE	FALSE
DLX2	2	172964167	172967628	rs62183855	1.636e-09	FALSE	FALSE	FALSE	FALSE
OLA1	2	174937175	175113426	rs10173857	5.743e-09	FALSE	FALSE	FALSE	FALSE
SP9	2	175199674	175203220	rs10173857	5.743e-09	FALSE	FALSE	FALSE	FALSE
CIR1	2	175212750	175260443	rs10173857	5.743e-09	FALSE	FALSE	FALSE	FALSE
ZNF804A	2	185463093	185804219	rs11693094	1.847e-14	TRUE	FALSE	FALSE	FALSE
ANKRD44	2	197831741	198175897	rs2914983	1.374e-13	FALSE	FALSE	FALSE	FALSE
SF3B1	2	198254508	198299815	rs2914983	1.374e-13	FALSE	TRUE	TRUE	TRUE
COQ10B	2	198318147	198340032	rs2914983	1.374e-13	FALSE	FALSE	FALSE	FALSE
HSPD1	2	198351305	198381461	rs2914983	1.374e-13	FALSE	FALSE	FALSE	FALSE
HSPE1	2	198364718	198368181	rs2914983	1.374e-13	FALSE	FALSE	FALSE	FALSE
HSPE1-MOB4	2	198365137	198415450	rs2914983	1.374e-13	FALSE	FALSE	FALSE	FALSE
MOB4	2	198380295	198418423	rs2914983	1.374e-13	FALSE	TRUE	FALSE	FALSE
RFTN2	2	198432948	198540769	rs2914983	1.374e-13	FALSE	FALSE	FALSE	FALSE
MARS2	2	198570087	198573113	rs2914983	1.374e-13	FALSE	FALSE	FALSE	FALSE
BOLL	2	198591603	198651486	rs2914983	1.374e-13	FALSE	FALSE	FALSE	FALSE
PLCL1	2	198669426	199437305	rs2914983	1.374e-13	FALSE	FALSE	FALSE	FALSE
SATB2	2	200134223	200335989	rs12471454	1.708e-15	FALSE	FALSE	FALSE	FALSE
FTCDNL1	2	200625267	200715896	rs11680723	4.705e-16	FALSE	FALSE	FALSE	FALSE
C2orf69	2	200775979	200820658	rs11680723	4.705e-16	FALSE	FALSE	FALSE	FALSE
TYW5	2	200794698	200820459	rs11680723	4.705e-16	FALSE	FALSE	FALSE	FALSE
SPATS2L	2	201170604	201346986	rs11680723	4.705e-16	FALSE	FALSE	FALSE	FALSE
KCTD18	2	201353675	201384507	rs11680723	4.705e-16	FALSE	FALSE	FALSE	FALSE
FAM124B	2	225243415	225266802	rs72974238	1.82e-10	FALSE	FALSE	FALSE	FALSE
SPHKAP	2	228844666	229046361	rs12476312	1.228e-08	FALSE	FALSE	FALSE	FALSE
EFHD1	2	233470767	233547491	rs778371	1.402e-17	FALSE	FALSE	FALSE	FALSE
GIGYF2	2	233562009	233725285	rs778371	1.402e-17	FALSE	FALSE	FALSE	FALSE
KCNJ13	2	233631174	233641278	rs778371	1.402e-17	FALSE	FALSE	FALSE	FALSE
C2orf82	2	233721980	233743418	rs778371	1.402e-17	FALSE	FALSE	FALSE	FALSE
NGEF	2	233743396	233877982	rs778371	1.402e-17	FALSE	FALSE	FALSE	FALSE
ADIG	20	37209838	37217106	rs1006945	1.347e-16	FALSE	FALSE	FALSE	FALSE
ARHGAP40	20	37230577	37279678	rs1006945	1.347e-16	FALSE	FALSE	FALSE	FALSE
SLC32A1	20	37353105	37358015	rs1006945	1.347e-16	FALSE	FALSE	FALSE	FALSE
ACTR5	20	37377085	37400834	rs1006945	1.347e-16	FALSE	FALSE	FALSE	FALSE
PPP1R16B	20	37434348	37551667	rs1006945	1.347e-16	FALSE	FALSE	FALSE	FALSE
FAM83D	20	37554955	37581703	rs1006945	1.347e-16	FALSE	TRUE	FALSE	FALSE
KCNB1	20	47980414	48099184	rs6125656	1.445e-10	FALSE	FALSE	FALSE	FALSE
PTGIS	20	48120411	48184683	rs6125656	1.445e-10	FALSE	FALSE	FALSE	FALSE
NRIP1	21	16333556	16437321	rs8134737	8.268e-10	TRUE	FALSE	FALSE	FALSE
TAB1	22	39795746	39833065	rs732381	6.274e-15	FALSE	FALSE	TRUE	FALSE
MGAT3	22	39853349	39888199	rs732381	6.274e-15	FALSE	FALSE	FALSE	FALSE
MIEF1	22	39895437	39914137	rs732381	6.274e-15	FALSE	FALSE	FALSE	FALSE
ATF4	22	39915700	39918691	rs732381	6.274e-15	FALSE	FALSE	FALSE	FALSE
RPS19BP1	22	39925098	39928860	rs732381	6.274e-15	FALSE	FALSE	FALSE	FALSE
CACNA1I	22	39966758	40085742	rs732381	6.274e-15	FALSE	FALSE	FALSE	FALSE
ENTHD1	22	40139049	40289868	rs732381	6.274e-15	FALSE	FALSE	FALSE	FALSE
MKL1	22	40806285	41032706	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
MCHR1	22	41074754	41078818	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
SLC25A17	22	41165634	41215403	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
ST13	22	41220539	41253026	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
XPNPEP3	22	41253081	41363838	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
DNAJB7	22	41255553	41258130	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
RBX1	22	41347351	41369313	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
EP300	22	41487790	41576081	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
L3MBTL2	22	41601209	41627275	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
CHADL	22	41625517	41636938	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
RANGAP1	22	41641615	41682255	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
ZC3H7B	22	41697526	41756151	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
TEF	22	41763337	41795330	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
TOB2	22	41829496	41843027	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
PHF5A	22	41855721	41864729	rs9607782	1.045e-13	FALSE	FALSE	TRUE	FALSE
ACO2	22	41865129	41924993	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
POLR3H	22	41921808	41940610	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
CSDC2	22	41956767	41973745	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
PMM1	22	41972898	41985894	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
DESI1	22	41994032	42017100	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
XRCC6	22	42017123	42060044	rs9607782	1.045e-13	FALSE	FALSE	TRUE	FALSE
C22orf46	22	42084943	42094140	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
MEI1	22	42095503	42195460	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
CCDC134	22	42196683	42222303	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
SREBF2	22	42229109	42303312	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
SHISA8	22	42307297	42310570	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
TNFRSF13C	22	42321045	42322822	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
CENPM	22	42334725	42343168	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
SEPT3	22	42372276	42394225	rs9607782	1.045e-13	FALSE	FALSE	TRUE	FALSE
WBP2NL	22	42394729	42454460	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
NAGA	22	42454358	42466846	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
FAM109B	22	42470255	42475445	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
SMDT1	22	42475695	42480288	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
NDUFA6	22	42481529	42486959	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
CYP2D6	22	42522501	42526908	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
TCF20	22	42556019	42739622	rs9607782	1.045e-13	FALSE	FALSE	FALSE	FALSE
EFCAB6	22	43924624	44208217	rs76365544	4.495e-08	FALSE	FALSE	FALSE	FALSE
SULT4A1	22	44220389	44258398	rs76365544	4.495e-08	FALSE	FALSE	FALSE	FALSE
MAPK8IP2	22	51039114	51052409	rs6010045	1.115e-08	FALSE	FALSE	FALSE	FALSE
ARSA	22	51061182	51066607	rs6010045	1.115e-08	FALSE	FALSE	FALSE	FALSE
SHANK3	22	51112843	51171726	rs6010045	1.115e-08	FALSE	FALSE	FALSE	FALSE
ACR	22	51176624	51183762	rs6010045	1.115e-08	FALSE	FALSE	FALSE	FALSE
CNTN4	3	2140497	3099645	rs17194490	7.92e-12	TRUE	FALSE	FALSE	FALSE
PLCL2	3	16844159	17132086	rs6804677	6.574e-11	FALSE	FALSE	FALSE	FALSE
TBC1D5	3	17198654	18486309	rs6804677	6.574e-11	FALSE	FALSE	FALSE	FALSE
RBMS3	3	29322473	30051886	rs11129383	3.083e-08	FALSE	FALSE	FALSE	FALSE
TRANK1	3	36868311	36986548	rs4678552	2.127e-11	FALSE	FALSE	FALSE	FALSE
EPM2AIP1	3	37027357	37034795	rs4678552	2.127e-11	FALSE	FALSE	FALSE	FALSE
MLH1	3	37034823	37107380	rs4678552	2.127e-11	FALSE	FALSE	FALSE	FALSE
TMEM158	3	45265958	45267770	rs77174383	4.568e-08	FALSE	FALSE	FALSE	FALSE
LARS2	3	45429998	45590913	rs77174383	4.568e-08	FALSE	FALSE	FALSE	FALSE
CDC25A	3	48198636	48229892	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CAMP	3	48264837	48266981	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ZNF589	3	48282590	48340743	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
NME6	3	48334754	48343175	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
SPINK8	3	48348336	48369831	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
FBXW12	3	48413709	48442666	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
PLXNB1	3	48445261	48471594	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CCDC51	3	48473574	48481866	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TMA7	3	48481667	48485616	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ATRIP	3	48488114	48507115	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TREX1	3	48506445	48509044	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
SHISA5	3	48509197	48542259	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
PFKFB4	3	48555117	48599448	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
UCN2	3	48599160	48601206	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
COL7A1	3	48601506	48632700	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
UQCRC1	3	48636435	48648409	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TMEM89	3	48658192	48659288	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
SLC26A6	3	48663156	48672926	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CELSR3	3	48673902	48700348	rs2710323	5.758e-21	FALSE	FALSE	TRUE	FALSE
NCKIPSD	3	48701364	48723797	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
IP6K2	3	48725436	48777786	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
PRKAR2A	3	48782030	48885279	rs2710323	5.758e-21	FALSE	FALSE	TRUE	FALSE
SLC25A20	3	48894369	48936426	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ARIH2OS	3	48955221	48956818	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ARIH2	3	48956254	49023815	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
P4HTM	3	49027319	49044587	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
WDR6	3	49044495	49053386	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
DALRD3	3	49052921	49059726	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
NDUFAF3	3	49057892	49060928	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
IMPDH2	3	49061758	49066841	rs2710323	5.758e-21	FALSE	FALSE	TRUE	FALSE
QRICH1	3	49067140	49131796	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
QARS	3	49133365	49142553	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
USP19	3	49145479	49158371	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
LAMB2	3	49158547	49170551	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CCDC71	3	49199968	49203754	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
KLHDC8B	3	49209044	49213917	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
C3orf84	3	49215065	49229291	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CCDC36	3	49235861	49295537	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
C3orf62	3	49306035	49315342	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
USP4	3	49315264	49378145	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
GPX1	3	49394609	49396033	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
RHOA	3	49396578	49450431	rs2710323	5.758e-21	FALSE	FALSE	TRUE	FALSE
TCTA	3	49449639	49453908	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
AMT	3	49454211	49460186	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
NICN1	3	49460379	49466759	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
DAG1	3	49506146	49573048	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
BSN	3	49591922	49708978	rs2710323	5.758e-21	FALSE	FALSE	TRUE	FALSE
APEH	3	49711435	49721396	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
MST1	3	49721380	49726934	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
RNF123	3	49726932	49758962	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
AMIGO3	3	49754267	49761349	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
GMPPB	3	49754277	49761384	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
IP6K1	3	49761727	49823975	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CDHR4	3	49828165	49837268	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
FAM212A	3	49840687	49842463	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
UBA7	3	49842640	49851379	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TRAIP	3	49866034	49894007	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CAMKV	3	49895421	49907655	rs2710323	5.758e-21	FALSE	FALSE	TRUE	FALSE
MST1R	3	49924435	49941299	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
MON1A	3	49946302	49967606	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
RBM6	3	49977440	50137478	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
RBM5	3	50126341	50156454	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
SEMA3F	3	50192478	50226508	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
GNAT1	3	50229045	50233949	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
GNAI2	3	50263724	50296787	rs2710323	5.758e-21	FALSE	FALSE	TRUE	FALSE
LSMEM2	3	50316458	50325545	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
IFRD2	3	50325163	50330349	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
HYAL3	3	50330262	50336899	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
NAT6	3	50333833	50336852	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
HYAL1	3	50337320	50349812	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
HYAL2	3	50355221	50360337	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TUSC2	3	50357458	50365682	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
RASSF1	3	50367219	50378411	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ZMYND10	3	50378541	50384283	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
NPRL2	3	50384761	50388522	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CYB561D2	3	50388126	50395891	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TMEM115	3	50392180	50397041	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CACNA2D2	3	50400233	50541675	rs2710323	5.758e-21	FALSE	FALSE	TRUE	FALSE
C3orf18	3	50595462	50608458	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
HEMK1	3	50606583	50622366	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CISH	3	50643921	50649262	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
MAPKAPK3	3	50648951	50686720	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
DOCK3	3	50712672	51421629	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
MANF	3	51422478	51426828	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
RBM15B	3	51428731	51435330	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
RAD54L2	3	51575160	51702683	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TEX264	3	51696709	51738339	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
GRM2	3	51741086	51752629	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
IQCF6	3	51812580	51813009	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
IQCF3	3	51851620	51864876	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
IQCF2	3	51895645	51897440	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
IQCF5	3	51907737	51909600	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
IQCF1	3	51928892	51937351	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
RRP9	3	51967446	51975957	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
PARP3	3	51976361	51982883	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
GPR62	3	51989330	51991509	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
PCBP4	3	51991470	52002426	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ABHD14B	3	52002526	52017425	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ABHD14A	3	52005442	52015212	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ABHD14A-ACY1	3	52009066	52023199	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ACY1	3	52009066	52023213	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
RPL29	3	52027616	52029958	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
DUSP7	3	52082935	52090566	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
LINC00696	3	52097076	52097567	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
POC1A	3	52109269	52188706	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ALAS1	3	52232102	52248343	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TLR9	3	52255097	52265206	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TWF2	3	52262626	52273276	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
PPM1M	3	52279841	52284613	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
WDR82	3	52288437	52322036	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
GLYCTK	3	52321105	52329272	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
DNAH1	3	52350335	52434507	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
BAP1	3	52435029	52444366	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
PHF7	3	52444673	52457657	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
SEMA3G	3	52467069	52479101	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TNNC1	3	52485118	52488086	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
NISCH	3	52489134	52527087	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
STAB1	3	52529354	52558511	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
NT5DC2	3	52558386	52569070	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
SMIM4	3	52568029	52613253	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
PBRM1	3	52579368	52719933	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
GNL3	3	52715172	52728508	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
GLT8D1	3	52728505	52740048	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
SPCS1	3	52738971	52742182	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
NEK4	3	52744800	52804965	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ITIH1	3	52811603	52826078	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ITIH3	3	52828784	52843025	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
ITIH4	3	52846991	52865495	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
MUSTN1	3	52867130	52869235	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TMEM110-MUSTN1	3	52867137	52931578	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TMEM110	3	52870235	52931612	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
SFMBT1	3	52937588	53080766	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
RFT1	3	53122499	53164478	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
PRKCD	3	53190025	53226733	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
TKT	3	53258723	53290068	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
DCP1A	3	53317447	53381654	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
CACNA1D	3	53528683	53847760	rs2710323	5.758e-21	FALSE	FALSE	FALSE	FALSE
C3orf49	3	63805038	63834312	rs59971314	3.387e-09	FALSE	FALSE	FALSE	FALSE
