Bait	Interactor	IP	TimePoint	Labeling	Bait_logFC	Bait_FDR	Int_logFC	Int_FDR
SYNGAP1	KPNA3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.2505	0.0681520452
SYNGAP1	ELAVL4	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4545	0.06500131861
SYNGAP1	RBFA	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.222	0.06009676051
SYNGAP1	SYNCRIP	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.264	0.05613397581
SYNGAP1	YWHAG	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.277	0.05588744078
SYNGAP1	PRKRA	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.228	0.05588744078
SYNGAP1	IGF2BP3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.41	0.05528419359
SYNGAP1	ELAVL3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5505	0.05503004785
SYNGAP1	STXBP1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.2365	0.05443212785
SYNGAP1	CAPZA2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.2635	0.05265588368
SYNGAP1	HNRNPM	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.2685	0.05205775383
SYNGAP1	FXR1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.433	0.04829304922
SYNGAP1	HNRNPU	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.263	0.04802568371
SYNGAP1	CRABP1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.3285	0.04787918696
SYNGAP1	BCLAF1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.386	0.04740267581
SYNGAP1	G3BP2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.302	0.04534504162
SYNGAP1	BCAS2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.403	0.04402787058
SYNGAP1	PRPF19	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4365	0.04300552062
SYNGAP1	CHTOP	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.555	0.03882476903
SYNGAP1	SPTAN1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.3045	0.03661598545
SYNGAP1	FXR2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4375	0.03637697776
SYNGAP1	YWHAH	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.343	0.03325317105
SYNGAP1	GRIP1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.3845	0.03029309754
SYNGAP1	RPL10A	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.314	0.02856477022
SYNGAP1	ERH	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.669	0.02856477022
SYNGAP1	VAMP2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.3195	0.0283465763
SYNGAP1	SRSF10	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4875	0.02828045668
SYNGAP1	EIF4A3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.438	0.02815992846
SYNGAP1	CALM1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4035	0.02800937351
SYNGAP1	RPL6	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5585	0.02766252088
SYNGAP1	IQSEC1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.347	0.02701343155
SYNGAP1	RPL18A	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.344	0.02599028844
SYNGAP1	FMNL2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.454	0.02585621758
SYNGAP1	RAB1A	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.424	0.0253104465
SYNGAP1	CHD4	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4635	0.02483145543
SYNGAP1	VDAC2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.348	0.02464206188
SYNGAP1	SRCIN1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.803	0.02464206188
SYNGAP1	RPL15	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.354	0.02361033679
SYNGAP1	HNRNPA0	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.363	0.0220684781
SYNGAP1	MAP4	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.448	0.02095528449
SYNGAP1	SPTBN1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.368	0.02095528449
SYNGAP1	RAB6A	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5405	0.02058634088
SYNGAP1	ANK2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.3755	0.02058634088
SYNGAP1	GNAS	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4005	0.02023445609
SYNGAP1	GNAI1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4585	0.02014829785
SYNGAP1	KHDRBS1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4365	0.01966767649
SYNGAP1	MYO5A	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4185	0.01778077124
SYNGAP1	PPP1CC	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4415	0.01702651021
SYNGAP1	RPLP2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.443	0.01702651021
SYNGAP1	HNRNPDL	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4715	0.01616656955
SYNGAP1	PAICS	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.9745	0.01569530996
SYNGAP1	NEGR1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.567	0.0148644941
SYNGAP1	CTNNA2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4605	0.01374543821
SYNGAP1	ACTB	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.67	0.01374543821
SYNGAP1	ACTG1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.658	0.01374543821
SYNGAP1	ACTC1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.7065	0.01367038694
SYNGAP1	GNAI3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.75	0.01337009784
SYNGAP1	GNAO1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.534	0.01304194134
SYNGAP1	DCLK2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4625	0.01304194134
SYNGAP1	CORO2B	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4695	0.01298026565
SYNGAP1	RPLP0	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.493	0.01298026565
SYNGAP1	HNRNPA1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4885	0.01212887113
SYNGAP1	TMPO	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.479	0.01208268853
SYNGAP1	FAAP100	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.6445	0.01173332937
SYNGAP1	SRSF9	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5425	0.01173332937
SYNGAP1	DBN1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.4855	0.01173332937
SYNGAP1	RPLP1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.644	0.01173332937
SYNGAP1	RAB35	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.593	0.01143885374
SYNGAP1	EMD	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5795	0.01077507306
SYNGAP1	RPL14	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5065	0.01075834767
SYNGAP1	CHMP4B	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.606	0.01064562667
SYNGAP1	NPM1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5585	0.01064562667
SYNGAP1	POTEE	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.702	0.009858072244
SYNGAP1	PARP1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5295	0.00962585831
SYNGAP1	RPL4	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5315	0.00962585831
SYNGAP1	HNRNPA3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5465	0.00962585831
SYNGAP1	RPL18	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5425	0.009183055946
SYNGAP1	DCX	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5465	0.009183055946
SYNGAP1	KIDINS220	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.634	0.009183055946
SYNGAP1	RPL12	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.5525	0.009047177515
SYNGAP1	SRSF3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.553	0.009047177515
SYNGAP1	YTHDC1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.576	0.009047177515
SYNGAP1	MYH10	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.676	0.009020411842
SYNGAP1	TRA2A	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.6495	0.009020411842
SYNGAP1	HNRNPA2B1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.574	0.008362477492
SYNGAP1	SETDB1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.8695	0.008362477492
SYNGAP1	MAP3K7	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.6305	0.008033133002
SYNGAP1	XRCC6	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.606	0.007961923034
SYNGAP1	GPHN	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.048	0.007961923034
SYNGAP1	CHMP1A	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.7555	0.007961923034
SYNGAP1	BTBD2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.8975	0.007416354544
SYNGAP1	NCKAP1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.8975	0.006979142284
SYNGAP1	KALRN	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.6185	0.006979142284
SYNGAP1	XRCC5	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.961	0.006772625061
SYNGAP1	RUVBL1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.7385	0.006639133937
SYNGAP1	POTEF	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.8195	0.006562950349
SYNGAP1	GPC2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.6395	0.006562950349
SYNGAP1	XPR1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.81	0.006562950349
SYNGAP1	MYL6	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.736	0.006427679807
SYNGAP1	MYH9	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.687	0.006332165898
SYNGAP1	MYO1B	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.7605	0.006332165898
SYNGAP1	PPFIBP1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.868	0.00623615837
SYNGAP1	PRMT1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.727	0.006109674846
SYNGAP1	GFRA2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.164	0.005616603395
SYNGAP1	VMA21	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.7195	0.005467521118
SYNGAP1	LIG3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.7695	0.005434419187
SYNGAP1	ISL2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.6625	0.005434419187
SYNGAP1	GGA3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.8505	0.005434419187
SYNGAP1	ERLIN2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.455	0.005434419187
SYNGAP1	RAI14	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.73	0.005363392544
SYNGAP1	ISL1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.459	0.004523160141
SYNGAP1	ARL14EP	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.0775	0.004523160141
SYNGAP1	RBMXL1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.837	0.004523160141
SYNGAP1	MYL12A	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.8515	0.004506956295
SYNGAP1	ZFHX3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.9705	0.004506956295
SYNGAP1	PRCC	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.804	0.004506956295
SYNGAP1	RIMS4	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.789	0.004506956295
SYNGAP1	CYLD	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.074	0.004506956295
SYNGAP1	ATP6V1C1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.0085	0.004425248569
SYNGAP1	MAPRE2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.6795	0.004425248569
SYNGAP1	TRA2B	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.89	0.004373953456
SYNGAP1	PELP1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.5995	0.004360243858
SYNGAP1	KPNB1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.169	0.003904673778
SYNGAP1	POM121C	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.8845	0.003875559023
SYNGAP1	BANF1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.8885	0.003875559023
SYNGAP1	ATP6V1E1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.1555	0.003328566511
SYNGAP1	RBMX	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	0.9655	0.003328566511
SYNGAP1	SAFB	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.063	0.003328566511
SYNGAP1	ATP6AP1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.351	0.003328566511
SYNGAP1	SSBP3	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.465	0.003328566511
SYNGAP1	CTNND2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.1115	0.003328566511
SYNGAP1	BAIAP2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.091	0.003328566511
SYNGAP1	CNTN1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.4795	0.003176395495
SYNGAP1	ATF7IP	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.3755	0.003176395495
SYNGAP1	ENAH	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.691	0.003108774009
SYNGAP1	RFTN1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.2825	0.002805673323
SYNGAP1	CACNA2D1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.1935	0.002553696571
SYNGAP1	LSAMP	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.17	0.002553696571
SYNGAP1	ATP6V1G1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.1835	0.002553696571
SYNGAP1	ATP6V1G2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.201	0.002553696571
SYNGAP1	SCYL2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.287	0.002488091371
SYNGAP1	LDB1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.811	0.002488091371
SYNGAP1	ATP6V0D1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	2.054	0.002362546597
SYNGAP1	ATP6V1B2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.36	0.002362546597
SYNGAP1	ATP6V0C	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.5845	0.002362546597
SYNGAP1	ATP6V1A	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.4065	0.002362546597
SYNGAP1	CNTNAP1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.539	0.002362546597
SYNGAP1	FLOT2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.494	0.002362546597
SYNGAP1	ATP6V1F	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.573	0.002362546597
SYNGAP1	ATP6V0A1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.5825	0.002362546597
SYNGAP1	TAB2	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.916	0.002362546597
SYNGAP1	ATP6V1D	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.5765	0.002362546597
SYNGAP1	FLOT1	SYNGAP1_wk3	wk3	iTRAQ	1.1735	0.003176395495	1.534	0.002362546597
SYNGAP1	GDI1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.21	0.09425264479
SYNGAP1	YWHAQ	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.21	0.09268690988
SYNGAP1	MYH11	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.229	0.09268690988
SYNGAP1	S100A11	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.26	0.09185973564
SYNGAP1	HNRNPM	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2125	0.08603035565
SYNGAP1	YWHAE	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.204	0.08500112051
SYNGAP1	CAMK2B	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.208	0.08242035134
SYNGAP1	ERH	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.27	0.07851136442
SYNGAP1	FMNL2	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2115	0.07740933671
SYNGAP1	RAB7A	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2215	0.07732035528
SYNGAP1	CAMK2G	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2155	0.07662513152
SYNGAP1	RPL12	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.226	0.07428460434
SYNGAP1	CCT3	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2155	0.07428460434
SYNGAP1	PLPPR3	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.215	0.07428460434
SYNGAP1	PPP1CB	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2735	0.07427496008
SYNGAP1	RAN	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.253	0.07427496008
SYNGAP1	CASK	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2165	0.07328830097
SYNGAP1	TUBB2B	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.218	0.07186147901
SYNGAP1	ATP1B1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2295	0.06825091982
SYNGAP1	CORO2B	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2305	0.06770760979
SYNGAP1	TUBB	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.222	0.06757833636
SYNGAP1	ATP2B1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2225	0.06717512744
SYNGAP1	ARPC3	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2305	0.0657839622
SYNGAP1	FMR1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.245	0.06248863567
SYNGAP1	SLC25A3	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.23	0.06183137443
SYNGAP1	KHDRBS1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.237	0.06145426455
SYNGAP1	HNRNPA2B1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.277	0.0602578021
SYNGAP1	BCLAF1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.325	0.05691584651
SYNGAP1	TUBB2A	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.235	0.05664047275
SYNGAP1	ELAVL4	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.354	0.05580011789
SYNGAP1	ATP1A3	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.247	0.05572865526
SYNGAP1	TUBB3	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.238	0.05572865526
SYNGAP1	POTEF	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.344	0.05314419572
SYNGAP1	ACTR2	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2425	0.05302875754
SYNGAP1	PRPF19	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.287	0.0498497913
SYNGAP1	PAFAH1B3	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2575	0.04617430129
SYNGAP1	GNB2	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.267	0.04419187674
SYNGAP1	YWHAH	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.261	0.04356369629
SYNGAP1	RAC1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.261	0.04196668046
SYNGAP1	DYNLL2	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.286	0.04177982258
SYNGAP1	YWHAG	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2685	0.04086963171
SYNGAP1	RAB14	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2635	0.0401297876
SYNGAP1	FYN	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2625	0.04007508619
SYNGAP1	ELAVL2	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3935	0.04007508619
SYNGAP1	KRAS	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.269	0.04007508619
SYNGAP1	CDH2	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3025	0.03993675365
SYNGAP1	THY1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.6825	0.03481197464
SYNGAP1	PPP1CA	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.324	0.03481197464
SYNGAP1	VAT1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2785	0.03333492226
SYNGAP1	DSTN	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2865	0.03088199874
SYNGAP1	CHTOP	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3065	0.03073927116
SYNGAP1	PPP1CC	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.339	0.0293442553
SYNGAP1	XRCC5	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.33	0.02917870263
SYNGAP1	PALM	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.29	0.02908020223
SYNGAP1	CFL1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.301	0.02897975523
SYNGAP1	SEC24C	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.4455	0.02897975523
SYNGAP1	HNRNPA0	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.363	0.02876001611
SYNGAP1	GPHN	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.4825	0.02836010014
SYNGAP1	CTNND1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3425	0.02819708726
SYNGAP1	KIRREL3	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.31	0.02780303046
SYNGAP1	GAP43	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.2975	0.02649385904
SYNGAP1	HNRNPA3	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.325	0.02607103418
SYNGAP1	HNRNPA1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3455	0.02556951164
SYNGAP1	FXR2	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3425	0.02541825514
SYNGAP1	RPLP0	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.302	0.02537262709
SYNGAP1	RBBP7	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.356	0.02437920776
SYNGAP1	GPC2	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.325	0.02341310045
SYNGAP1	HNRNPH3	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3305	0.02268428458
SYNGAP1	RAB1A	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3145	0.02139355924
SYNGAP1	RHOA	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3245	0.01900015306
SYNGAP1	PCDHA7	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3405	0.01900015306
SYNGAP1	RPLP2	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.333	0.01812438169
SYNGAP1	POTEKP	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.4275	0.01698057763
SYNGAP1	STXBP1	SYNGAP1_wk4_1	wk4	iTRAQ	1.052	0.0004054200431	0.3465	0.01517349476
